"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Togo","TGO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","","","","","","1.2","1.2","","4.9","4.9","4.9","7.4","6.2","7.4","8.6","11.1","11.1","11.1","11.1","11.1","11.1","15.4","17.6","17.6","17.6","17.6","17.6","16.48",
"Thailand","THA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","5.6","5.6","5.6","4.8","9.2","9.2","9.2","8.8","10.6","8.7","11.7","11.7","13.3","13.3","15.8","15.8","15.8","6.1","6.1","6.1","4.8","5.3","16.2",
"Tajikistan","TJK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.8","15","12.7","12.7","12.7","12.7","17.5","17.5","17.5","17.5","17.5","19","19","19","19","16.9","19","19","19","19","19.05",
"Turkmenistan","TKM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","18","18","","26","26","26","26","","16","16","16","","16.8","16.8","16.8","16.8","16.8","26.4","25.8","25.8","25.8","24.8","25",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53947953030784","","","","","","","11.2533267130089","12.9019308943089","11.7758754863813","12.6440410958904","11.7153081510934","13.9819504643963","15.3666472642608","16.0439534883721","17.4860586697647","17.6820343839542","18.6943903835146","18.702029731275","19.3619128949616","19.6640697674419","19.5948412698413","21.2966553287982","20.5293239951279","24.0790697674419","24.2689707673569","25.4932375316991","26.2125594405594","27.1948271092669","28.3384683439314",
"Timor-Leste","TLS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1","25.3","25.3","25.3","29.2","29.2","29.2","29.2","32.3","38.5","38.5","38.5","38.5","38.5","32.3","33.8","38.46",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74907369287773","","","","","","","3.92373693379791","3.50627347858753","3.88679597165237","3.8739741219963","3.98198298187199","5.67887168141593","6.00846030473135","6.96853258696521","6.40873965041398","8.63830445544554","8.8522896039604","8.77397769516729","9.09990822881615","10.9838500147623","10.5150602409639","14.1653480527446","16.4158426560808","16.7501085383502","16.9021353601158","17.5585873830365","16.5819741197713","16.9671480144404","17.1340597014925",
"Tonga","TON","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","","0","0","","0","0","3.4","3.3","3.3","3.1","3.1","0","3.6","3.6","3.6","0","0","0","3.8","7.4","7.41",
"South Asia (IDA & IBRD)","TSA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33653741125068","","","","","","","5.76627906976744","6.04906868451688","7.00549828178694","8.44683346364347","8.10432489451477","9.08490358126722","9.17911845730028","9.02611324903793","13.2774774774775","12.8561137440758","14.2865353911655","18.4624732563115","20.057301980198","20.0519801980198","20.3409221902017","20.3409221902017","20.0417012448133","19.2310715763343","19.3155455291222","19.4064502875924","19.408096999589","18.2569662387066","18.9563933649289",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2050172413793","10.9245943204868","","11.5821736011478","12.2846997866504","13.464862138534","13.7184473252868","14.7368386675376","16.238912402206","16.6404764922063","17.3086213493177","17.8027297193387","18.4685771744595","18.7453670431211","20.5459923898368","21.3823543659925","22.2514504525412","22.1066674733785","23.6409477800782","23.4964158899245","24.2287003411467","24.0045095457538","23.9870352508899",
"Trinidad and Tobago","TTO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","","","","","","","11.1","11.1","11.1","","11.1","19.4","19.4","19.4","19.4","19.4","26.8","26.8","26.8","28.6","28.6","28.6","28.6","28.6","31","31","31","31","30.95",
"Tunisia","TUN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","","","6.7","7.4","11.5","11.5","11.5","11.5","11.5","22.8","22.8","22.8","22.8","22.8","27.6","27.6","26.7","26.7","26.7","31.3","31.3","31.3","31.3","31.3","35.94",
"Turkey","TUR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","","","","2.4","2.4","4.2","4.2","4.2","","4.4","4.4","4.4","4.4","9.1","9.1","9.1","9.1","14.2","14.2","14.4","14.4","14.9","14.9","14.6","17.4","17.45",
"Tuvalu","TUV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","","","","","","","8.3","","0","0","0","","0","0","0","0","0","0","0","0","6.7","6.7","6.7","6.7","6.7","6.7","6.7","6.7","6.25",
"Tanzania","TZA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","17.5","16.4","","22.3","22.3","21.4","21.4","30.4","30.4","30.4","30.4","30.7","","36","36","36","36","36","36.6","36.4","37.2","36.9",
"Uganda","UGA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","","","18.1","18.1","17.9","17.8","24.7","24.7","24.7","23.9","23.9","29.8","30.7","30.7","31.5","31.3","35","35","35","35","35","33.5","34.3","34.3","34.86",
"Ukraine","UKR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","7.8","7.8","7.8","","5.3","5.3","5.3","8.7","8.2","8.2","8","8","8","9.4","9.4","11.7","12.1","12","12.3","12.3","20.52",
"Upper middle income","UMC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1413142174433","","","","","","","","14.0675314110097","14.2494229264476","14.4432320707556","14.3534183492738","15.4485010901163","15.5155421686747","16.4048974750042","15.7986106649534","16.5529246794872","17.473371572248","18.0253858940869","18.6809024790803","18.6978675383298","19.3528338446633","20.9506707460579","21.5641225626741","22.1120588941346","22.3663199804989","23.1594533580585","23.6507862644416","24.550194955041","25.1653844955201",
"Uruguay","URY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","7.1","7.1","12.1","12.1","12.1","12.1","12.1","12.1","11.1","11.1","12.1","12.1","14.1","15.2","12.1","12.1","12.1","16.2","16.2","16.2","20.2","20.2","22.22",
"United States","USA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","11.7","11.7","13.3","","14","13.8","14.3","14.9","15.2","16.3","16.8","17","16.8","16.8","16.8","18","17.9","19.3","19.4","19.4","19.4","19.6","23.5",
"Uzbekistan","UZB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","7.2","7.2","7.2","7.2","17.5","17.5","17.5","17.5","17.5","22","22","22","22","22","22","16","16","16","16","16",
"St. Vincent and the Grenadines","VCT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","","","","","","","9.5","","4.8","4.8","","22.7","22.7","22.7","18.2","18.2","18.2","18.2","21.7","14.3","17.4","17.4","13","13","13","13","13","13","13.04",
"Venezuela, RB","VEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","5.9","5.9","12.1","","9.7","9.7","9.7","9.7","17.4","18","18.6","18.6","17.5","17","17","17","17","17","17","14.4","22.2","22.2","22.16",
"British Virgin Islands","VGB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","","","","","","","26.2","26.2","26","26","26","27.3","27.3","27.3","27.3","27.3","25.8","25.8","25.8","25.8","24.4","24.4","24.4","24.3","24.3","26.7","26.7","26.7","26.72",
"Vanuatu","VUT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","","","","","0","0","0","1.9","1.9","3.8","3.8","3.8","3.8","3.8","3.8","3.8","1.9","0","0","0","0","0","0","0","0",
"World","WLD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7333078279384","","","","","","","11.6916484492417","13.0672780221823","13.5183124588003","13.9051783621924","14.0863857077416","15.1640703673774","15.175738784714","15.8974391624222","16.4818221269902","16.9776763283719","17.8701828790621","18.445654385777","19.0284570038859","19.1596428571429","19.8291592503403","20.7571878712743","21.7657243355915","22.184438093726","22.8521658791542","23.0203347687891","23.6506251275771","23.9687042815489","24.5840976084895",
"Samoa","WSM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","4.1","4.1","8.2","8.2","6.1","6.1","6.1","6.1","6.1","6.1","8.2","8.2","8.2","8.2","4.1","4.1","4.1","6.1","6.1","10","10","10","10",
"Kosovo","XKX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","","","","","","0.7","0.7","0.7","0.7","0.7","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0.33",
"South Africa","ZAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","25","28.8","30","29.8","29.8","29.8","29.8","32.8","32.8","32.8","33","33","44.5","44.5","42.3","42.3","42.3","41.5","42","41.8","42","42.3","45.71",
"Zambia","ZMB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","9.7","10.3","10.1","10.1","10.1","12","12","12","12.7","14.6","15.2","15.2","14","14","11.5","11.5","11.5","10.8","12.7","18","18","18","17.96",
"Zimbabwe","ZWE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","14.7","14.7","14","9.3","10","10","10","10","16","16.7","16","15.2","15","15","15","15","31.5","31.5","31.5","31.5","32.6","31.5","31.85",
